dataset,competencia,pais_economia,anio,indicador,dimension,grupo,nivel,valor,valor_2,valor_3,unidad,nota,fuente,archivo_origen
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Nacional,Perú,,391,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Nacional,Perú,,382,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Sexo,Hombre,,374,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Sexo,Hombre,,378,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Sexo,Hombre,,391,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Sexo,Hombre,,408,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Sexo,Hombre,,399,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Sexo,Hombre,,389,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Sexo,Mujer,,356,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Sexo,Mujer,,359,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Sexo,Mujer,,382,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Sexo,Mujer,,392,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Sexo,Mujer,,384,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Sexo,Mujer,,376,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Gestión,Privada,,428,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Gestión,Privada,,422,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Gestión,Privada,,428,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Gestión,Privada,,450,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Gestión,Privada,,437,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Gestión,Privada,,425,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Gestión,Pública,,345,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Gestión,Pública,,350,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Gestión,Pública,,372,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Gestión,Pública,,383,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Gestión,Pública,,375,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Gestión,Pública,,366,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Área,Urbana,,377,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Área,Urbana,,376,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Área,Urbana,,393,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Área,Urbana,,407,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Área,Urbana,,401,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Área,Urbana,,392,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2009,Puntaje medio por estrato,Área,Rural,,291,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2012,Puntaje medio por estrato,Área,Rural,,302,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2015,Puntaje medio por estrato,Área,Rural,,327,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2018,Puntaje medio por estrato,Área,Rural,,334,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2022,Puntaje medio por estrato,Área,Rural,,345,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Matemática,,2025,Puntaje medio por estrato,Área,Rural,,343,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Nacional,Perú,,370,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Nacional,Perú,,384,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Nacional,Perú,,398,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Nacional,Perú,,401,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Nacional,Perú,,408,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Nacional,Perú,,390,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Sexo,Hombre,,359,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Sexo,Hombre,,373,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Sexo,Hombre,,394,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Sexo,Hombre,,395,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Sexo,Hombre,,404,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Sexo,Hombre,,382,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Sexo,Mujer,,381,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Sexo,Mujer,,395,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Sexo,Mujer,,401,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Sexo,Mujer,,406,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Sexo,Mujer,,412,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Sexo,Mujer,,399,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Gestión,Privada,,435,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Gestión,Privada,,436,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Gestión,Privada,,447,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Gestión,Privada,,457,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Gestión,Privada,,457,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Gestión,Privada,,435,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Gestión,Pública,,348,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Gestión,Pública,,367,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Gestión,Pública,,380,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Gestión,Pública,,381,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Gestión,Pública,,391,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Gestión,Pública,,373,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Área,Urbana,,382,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Área,Urbana,,393,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Área,Urbana,,407,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Área,Urbana,,418,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Área,Urbana,,421,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Área,Urbana,,402,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2009,Puntaje medio por estrato,Área,Rural,,291,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2012,Puntaje medio por estrato,Área,Rural,,303,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2015,Puntaje medio por estrato,Área,Rural,,314,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2018,Puntaje medio por estrato,Área,Rural,,323,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2022,Puntaje medio por estrato,Área,Rural,,349,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Lectura,,2025,Puntaje medio por estrato,Área,Rural,,338,,,puntos PISA,Ruptura metodológica entre 2018 y 2022 por cambio de definición de ruralidad,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2009,Puntaje medio por estrato,Nacional,Perú,,369,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2012,Puntaje medio por estrato,Nacional,Perú,,373,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2015,Puntaje medio por estrato,Nacional,Perú,,397,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2018,Puntaje medio por estrato,Nacional,Perú,,404,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2022,Puntaje medio por estrato,Nacional,Perú,,408,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2025,Puntaje medio por estrato,Nacional,Perú,,406,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2009,Puntaje medio por estrato,Sexo,Hombre,,372,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2012,Puntaje medio por estrato,Sexo,Hombre,,376,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2015,Puntaje medio por estrato,Sexo,Hombre,,402,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2018,Puntaje medio por estrato,Sexo,Hombre,,411,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2022,Puntaje medio por estrato,Sexo,Hombre,,415,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2025,Puntaje medio por estrato,Sexo,Hombre,,411,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2009,Puntaje medio por estrato,Sexo,Mujer,,367,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2012,Puntaje medio por estrato,Sexo,Mujer,,370,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2015,Puntaje medio por estrato,Sexo,Mujer,,392,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2018,Puntaje medio por estrato,Sexo,Mujer,,397,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2022,Puntaje medio por estrato,Sexo,Mujer,,401,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2025,Puntaje medio por estrato,Sexo,Mujer,,400,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
Tendencia por estratos,Ciencia,,2009,Puntaje medio por estrato,Gestión,Privada,,429,,,puntos PISA,,UMC PISA 2022 / Minedu Brochure PISA 2025,tendencia_estratos_2009_2025.csv
